order_id,order_date,order_status,customer_name,city,state,product_name,brand_name,category_name,quantity,list_price,discount,revenue,store_name,staff_name,shipped_date
5,2016-01-03,4,Arla Ellis,Utica,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2,1549.0,0.05,2943.1,Baldwin Bikes,Marcelene Boyer,2016-01-06
5,2016-01-03,4,Arla Ellis,Utica,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,1,429.0,0.07,398.97,Baldwin Bikes,Marcelene Boyer,2016-01-06
5,2016-01-03,4,Arla Ellis,Utica,NY,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,1,599.99,0.07,557.99,Baldwin Bikes,Marcelene Boyer,2016-01-06
6,2016-01-04,4,Sharyn Hopkins,Baldwinsville,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,1,449.0,0.07,417.57,Baldwin Bikes,Marcelene Boyer,2016-01-05
6,2016-01-04,4,Sharyn Hopkins,Baldwinsville,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,2,549.99,0.05,1044.98,Baldwin Bikes,Marcelene Boyer,2016-01-05
6,2016-01-04,4,Sharyn Hopkins,Baldwinsville,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,1,599.99,0.1,539.99,Baldwin Bikes,Marcelene Boyer,2016-01-05
6,2016-01-04,4,Sharyn Hopkins,Baldwinsville,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,2,999.99,0.07,1859.98,Baldwin Bikes,Marcelene Boyer,2016-01-05
6,2016-01-04,4,Sharyn Hopkins,Baldwinsville,NY,Trek Conduit+ - 2016,Trek,Electric Bikes,2,2999.99,0.07,5579.98,Baldwin Bikes,Marcelene Boyer,2016-01-05
7,2016-01-04,4,Laureen Paul,Bellmore,NY,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,1,529.99,0.07,492.89,Baldwin Bikes,Marcelene Boyer,2016-01-05
7,2016-01-04,4,Laureen Paul,Bellmore,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,1,999.99,0.1,899.99,Baldwin Bikes,Marcelene Boyer,2016-01-05
7,2016-01-04,4,Laureen Paul,Bellmore,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,2,429.0,0.1,772.2,Baldwin Bikes,Marcelene Boyer,2016-01-05
8,2016-01-04,4,Leslie Higgins,Saratoga Springs,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,1,269.99,0.05,256.49,Baldwin Bikes,Venita Daniel,2016-01-05
8,2016-01-04,4,Leslie Higgins,Saratoga Springs,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,2,599.99,0.07,1115.98,Baldwin Bikes,Venita Daniel,2016-01-05
9,2016-01-05,4,Neil Mccall,San Carlos,CA,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,2,3999.99,0.1,7199.98,Santa Cruz Bikes,Mireya Copeland,2016-01-08
10,2016-01-05,4,Alane Munoz,Yonkers,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,1,269.99,0.1,242.99,Baldwin Bikes,Marcelene Boyer,2016-01-06
11,2016-01-05,4,Tarra Guerrero,Auburn,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,1,1799.99,0.05,1709.99,Baldwin Bikes,Venita Daniel,2016-01-07
11,2016-01-05,4,Tarra Guerrero,Auburn,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,2,269.99,0.1,485.98,Baldwin Bikes,Venita Daniel,2016-01-07
11,2016-01-05,4,Tarra Guerrero,Auburn,NY,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,2,599.99,0.2,959.98,Baldwin Bikes,Venita Daniel,2016-01-07
12,2016-01-06,4,Marvin Mullins,San Diego,CA,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,2,2899.99,0.1,5219.98,Santa Cruz Bikes,Mireya Copeland,2016-01-09
12,2016-01-06,4,Marvin Mullins,San Diego,CA,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,1,1680.99,0.05,1596.94,Santa Cruz Bikes,Mireya Copeland,2016-01-09
13,2016-01-08,4,Patience Clayton,Niagara Falls,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,1,269.99,0.1,242.99,Baldwin Bikes,Marcelene Boyer,2016-01-11
13,2016-01-08,4,Patience Clayton,Niagara Falls,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,2,429.0,0.05,815.1,Baldwin Bikes,Marcelene Boyer,2016-01-11
13,2016-01-08,4,Patience Clayton,Niagara Falls,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,2,599.99,0.1,1079.98,Baldwin Bikes,Marcelene Boyer,2016-01-11
13,2016-01-08,4,Patience Clayton,Niagara Falls,NY,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,2,599.99,0.05,1139.98,Baldwin Bikes,Marcelene Boyer,2016-01-11
14,2016-01-09,4,Maribel William,Torrance,CA,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,1,469.99,0.07,437.09,Santa Cruz Bikes,Genna Serrano,2016-01-12
15,2016-01-09,4,Ellsworth Michael,Carmel,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,2,549.99,0.07,1022.98,Baldwin Bikes,Venita Daniel,2016-01-12
15,2016-01-09,4,Ellsworth Michael,Carmel,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,1,1799.99,0.07,1673.99,Baldwin Bikes,Venita Daniel,2016-01-12
15,2016-01-09,4,Ellsworth Michael,Carmel,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,2,449.0,0.05,853.1,Baldwin Bikes,Venita Daniel,2016-01-12
15,2016-01-09,4,Ellsworth Michael,Carmel,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2,299.99,0.2,479.98,Baldwin Bikes,Venita Daniel,2016-01-12
16,2016-01-12,4,Lea Key,Banning,CA,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,1,1799.99,0.2,1439.99,Santa Cruz Bikes,Genna Serrano,2016-01-15
16,2016-01-12,4,Lea Key,Banning,CA,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,1,269.99,0.05,256.49,Santa Cruz Bikes,Genna Serrano,2016-01-15
16,2016-01-12,4,Lea Key,Banning,CA,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2,269.99,0.07,502.18,Santa Cruz Bikes,Genna Serrano,2016-01-15
16,2016-01-12,4,Lea Key,Banning,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,1,269.99,0.07,251.09,Santa Cruz Bikes,Genna Serrano,2016-01-15
17,2016-01-12,4,Sindy Anderson,Pomona,CA,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,1,1799.99,0.07,1673.99,Santa Cruz Bikes,Genna Serrano,2016-01-14
17,2016-01-12,4,Sindy Anderson,Pomona,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,1,299.99,0.1,269.99,Santa Cruz Bikes,Genna Serrano,2016-01-14
17,2016-01-12,4,Sindy Anderson,Pomona,CA,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,1,1320.99,0.1,1188.89,Santa Cruz Bikes,Genna Serrano,2016-01-14
17,2016-01-12,4,Sindy Anderson,Pomona,CA,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,2,599.99,0.2,959.98,Santa Cruz Bikes,Genna Serrano,2016-01-14
18,2016-01-14,4,Lanita Burton,Coachella,CA,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,2,749.99,0.2,1199.98,Santa Cruz Bikes,Genna Serrano,2016-01-15
18,2016-01-14,4,Lanita Burton,Coachella,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,1,269.99,0.05,256.49,Santa Cruz Bikes,Genna Serrano,2016-01-15
18,2016-01-14,4,Lanita Burton,Coachella,CA,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,1,3999.99,0.1,3599.99,Santa Cruz Bikes,Genna Serrano,2016-01-15
18,2016-01-14,4,Lanita Burton,Coachella,CA,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,2,499.99,0.05,949.98,Santa Cruz Bikes,Genna Serrano,2016-01-15
18,2016-01-14,4,Lanita Burton,Coachella,CA,Trek Conduit+ - 2016,Trek,Electric Bikes,2,2999.99,0.1,5399.98,Santa Cruz Bikes,Genna Serrano,2016-01-15
19,2016-01-14,4,Norine Huffman,Encino,CA,Surly Straggler - 2016,Surly,Cyclocross Bicycles,1,1549.0,0.07,1440.57,Santa Cruz Bikes,Mireya Copeland,2016-01-16
19,2016-01-14,4,Norine Huffman,Encino,CA,Trek Conduit+ - 2016,Trek,Electric Bikes,2,2999.99,0.2,4799.98,Santa Cruz Bikes,Mireya Copeland,2016-01-16
20,2016-01-14,4,Randee Pitts,Canyon Country,CA,Trek Conduit+ - 2016,Trek,Electric Bikes,1,2999.99,0.07,2789.99,Santa Cruz Bikes,Mireya Copeland,2016-01-17
20,2016-01-14,4,Randee Pitts,Canyon Country,CA,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2,1549.0,0.07,2881.14,Santa Cruz Bikes,Mireya Copeland,2016-01-17
21,2016-01-15,4,Neoma Daugherty,Mount Vernon,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,1,269.99,0.05,256.49,Baldwin Bikes,Marcelene Boyer,2016-01-18
21,2016-01-15,4,Neoma Daugherty,Mount Vernon,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,1,429.0,0.1,386.1,Baldwin Bikes,Marcelene Boyer,2016-01-18
21,2016-01-15,4,Neoma Daugherty,Mount Vernon,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,1,1549.0,0.07,1440.57,Baldwin Bikes,Marcelene Boyer,2016-01-18
22,2016-01-16,4,Tangela Hurley,Campbell,CA,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,2,529.99,0.2,847.98,Santa Cruz Bikes,Mireya Copeland,2016-01-17
22,2016-01-16,4,Tangela Hurley,Campbell,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,1,269.99,0.05,256.49,Santa Cruz Bikes,Mireya Copeland,2016-01-17
23,2016-01-16,4,Drucilla Gilliam,Santa Clara,CA,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,2,2899.99,0.05,5509.98,Santa Cruz Bikes,Mireya Copeland,2016-01-19
23,2016-01-16,4,Drucilla Gilliam,Santa Clara,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2,299.99,0.1,539.98,Santa Cruz Bikes,Mireya Copeland,2016-01-19
23,2016-01-16,4,Drucilla Gilliam,Santa Clara,CA,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,1,269.99,0.2,215.99,Santa Cruz Bikes,Mireya Copeland,2016-01-19
24,2016-01-18,4,Ashton Lott,Floral Park,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,2,999.99,0.1,1799.98,Baldwin Bikes,Venita Daniel,2016-01-19
24,2016-01-18,4,Ashton Lott,Floral Park,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,2,449.0,0.07,835.14,Baldwin Bikes,Venita Daniel,2016-01-19
25,2016-01-18,4,Sam Lester,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2,299.99,0.2,479.98,Baldwin Bikes,Marcelene Boyer,2016-01-21
25,2016-01-18,4,Sam Lester,Baldwin,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2,1549.0,0.2,2478.4,Baldwin Bikes,Marcelene Boyer,2016-01-21
25,2016-01-18,4,Sam Lester,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,1,269.99,0.2,215.99,Baldwin Bikes,Marcelene Boyer,2016-01-21
25,2016-01-18,4,Sam Lester,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,1,269.99,0.2,215.99,Baldwin Bikes,Marcelene Boyer,2016-01-21
25,2016-01-18,4,Sam Lester,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,1,269.99,0.1,242.99,Baldwin Bikes,Marcelene Boyer,2016-01-21
26,2016-01-18,4,Jackeline Colon,Wappingers Falls,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,1,3999.99,0.05,3799.99,Baldwin Bikes,Venita Daniel,2016-01-19
26,2016-01-18,4,Jackeline Colon,Wappingers Falls,NY,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,1,749.99,0.2,599.99,Baldwin Bikes,Venita Daniel,2016-01-19
26,2016-01-18,4,Jackeline Colon,Wappingers Falls,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,1,549.99,0.2,439.99,Baldwin Bikes,Venita Daniel,2016-01-19
26,2016-01-18,4,Jackeline Colon,Wappingers Falls,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2,269.99,0.07,502.18,Baldwin Bikes,Venita Daniel,2016-01-19
27,2016-01-19,4,Pamala Henry,Bronx,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,1,1320.99,0.2,1056.79,Baldwin Bikes,Venita Daniel,2016-01-20
27,2016-01-19,4,Pamala Henry,Bronx,NY,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,1,449.0,0.2,359.2,Baldwin Bikes,Venita Daniel,2016-01-20
27,2016-01-19,4,Pamala Henry,Bronx,NY,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2,599.99,0.07,1115.98,Baldwin Bikes,Venita Daniel,2016-01-20
27,2016-01-19,4,Pamala Henry,Bronx,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,1,1799.99,0.07,1673.99,Baldwin Bikes,Venita Daniel,2016-01-20
28,2016-01-19,4,Eleni Gordon,Richmond Hill,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,1,1320.99,0.05,1254.94,Baldwin Bikes,Marcelene Boyer,2016-01-21
28,2016-01-19,4,Eleni Gordon,Richmond Hill,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,2,3999.99,0.2,6399.98,Baldwin Bikes,Marcelene Boyer,2016-01-21
28,2016-01-19,4,Eleni Gordon,Richmond Hill,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,2,269.99,0.1,485.98,Baldwin Bikes,Marcelene Boyer,2016-01-21
28,2016-01-19,4,Eleni Gordon,Richmond Hill,NY,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,1,469.99,0.05,446.49,Baldwin Bikes,Marcelene Boyer,2016-01-21
29,2016-01-20,4,Laureen Barry,Orchard Park,NY,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,2,549.99,0.05,1044.98,Baldwin Bikes,Marcelene Boyer,2016-01-21
29,2016-01-20,4,Laureen Barry,Orchard Park,NY,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,1,469.99,0.2,375.99,Baldwin Bikes,Marcelene Boyer,2016-01-21
29,2016-01-20,4,Laureen Barry,Orchard Park,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2,269.99,0.1,485.98,Baldwin Bikes,Marcelene Boyer,2016-01-21
29,2016-01-20,4,Laureen Barry,Orchard Park,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,1,1799.99,0.2,1439.99,Baldwin Bikes,Marcelene Boyer,2016-01-21
29,2016-01-20,4,Laureen Barry,Orchard Park,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,2,269.99,0.05,512.98,Baldwin Bikes,Marcelene Boyer,2016-01-21
30,2016-01-20,4,Yvone Guerrero,Merrick,NY,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,1,599.99,0.05,569.99,Baldwin Bikes,Marcelene Boyer,2016-01-21
30,2016-01-20,4,Yvone Guerrero,Merrick,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,1,429.0,0.07,398.97,Baldwin Bikes,Marcelene Boyer,2016-01-21
30,2016-01-20,4,Yvone Guerrero,Merrick,NY,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,1,449.0,0.1,404.1,Baldwin Bikes,Marcelene Boyer,2016-01-21
30,2016-01-20,4,Yvone Guerrero,Merrick,NY,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,1,2899.99,0.1,2609.99,Baldwin Bikes,Marcelene Boyer,2016-01-21
30,2016-01-20,4,Yvone Guerrero,Merrick,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,2,3999.99,0.1,7199.98,Baldwin Bikes,Marcelene Boyer,2016-01-21
31,2016-01-20,4,Edgar Quinn,Harlingen,TX,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,2,1680.99,0.05,3193.88,Rowlett Bikes,Kali Vargas,2016-01-22
31,2016-01-20,4,Edgar Quinn,Harlingen,TX,Trek Conduit+ - 2016,Trek,Electric Bikes,2,2999.99,0.2,4799.98,Rowlett Bikes,Kali Vargas,2016-01-22
32,2016-01-21,4,Kimbery Nieves,San Carlos,CA,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,2,1799.99,0.07,3347.98,Santa Cruz Bikes,Genna Serrano,2016-01-22
32,2016-01-21,4,Kimbery Nieves,San Carlos,CA,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,2,549.99,0.07,1022.98,Santa Cruz Bikes,Genna Serrano,2016-01-22
32,2016-01-21,4,Kimbery Nieves,San Carlos,CA,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,2,499.99,0.1,899.98,Santa Cruz Bikes,Genna Serrano,2016-01-22
33,2016-01-21,4,Verona O'neill,Selden,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2,299.99,0.07,557.98,Baldwin Bikes,Marcelene Boyer,2016-01-22
33,2016-01-21,4,Verona O'neill,Selden,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,1,3999.99,0.1,3599.99,Baldwin Bikes,Marcelene Boyer,2016-01-22
34,2016-01-22,4,Sarai Mckee,Buffalo,NY,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,2,1799.99,0.07,3347.98,Baldwin Bikes,Marcelene Boyer,2016-01-23
34,2016-01-22,4,Sarai Mckee,Buffalo,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2,1549.0,0.1,2788.2,Baldwin Bikes,Marcelene Boyer,2016-01-23
34,2016-01-22,4,Sarai Mckee,Buffalo,NY,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,2,429.0,0.2,686.4,Baldwin Bikes,Marcelene Boyer,2016-01-23
35,2016-01-22,4,Neville Mcclain,West Hempstead,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,1,449.0,0.05,426.55,Baldwin Bikes,Venita Daniel,2016-01-24
35,2016-01-22,4,Neville Mcclain,West Hempstead,NY,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,2,599.99,0.05,1139.98,Baldwin Bikes,Venita Daniel,2016-01-24
35,2016-01-22,4,Neville Mcclain,West Hempstead,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,1,1320.99,0.2,1056.79,Baldwin Bikes,Venita Daniel,2016-01-24
35,2016-01-22,4,Neville Mcclain,West Hempstead,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2,269.99,0.07,502.18,Baldwin Bikes,Venita Daniel,2016-01-24
35,2016-01-22,4,Neville Mcclain,West Hempstead,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,1,269.99,0.07,251.09,Baldwin Bikes,Venita Daniel,2016-01-24
36,2016-01-23,4,Shantel Gregory,West Islip,NY,Trek Conduit+ - 2016,Trek,Electric Bikes,1,2999.99,0.07,2789.99,Baldwin Bikes,Marcelene Boyer,2016-01-24
36,2016-01-23,4,Shantel Gregory,West Islip,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,1,1320.99,0.05,1254.94,Baldwin Bikes,Marcelene Boyer,2016-01-24
36,2016-01-23,4,Shantel Gregory,West Islip,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,2,999.99,0.2,1599.98,Baldwin Bikes,Marcelene Boyer,2016-01-24
37,2016-01-25,4,Tomika Larson,Woodside,NY,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,2,599.99,0.05,1139.98,Baldwin Bikes,Marcelene Boyer,2016-01-26
38,2016-01-25,4,Lashandra Turner,Long Beach,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,2,3999.99,0.05,7599.98,Baldwin Bikes,Venita Daniel,2016-01-26
38,2016-01-25,4,Lashandra Turner,Long Beach,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,1,299.99,0.07,278.99,Baldwin Bikes,Venita Daniel,2016-01-26
38,2016-01-25,4,Lashandra Turner,Long Beach,NY,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,1,499.99,0.2,399.99,Baldwin Bikes,Venita Daniel,2016-01-26
38,2016-01-25,4,Lashandra Turner,Long Beach,NY,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2,1549.0,0.1,2788.2,Baldwin Bikes,Venita Daniel,2016-01-26
38,2016-01-25,4,Lashandra Turner,Long Beach,NY,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,1,549.99,0.07,511.49,Baldwin Bikes,Venita Daniel,2016-01-26
39,2016-01-25,4,Travis Whitley,Saint Albans,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,2,269.99,0.2,431.98,Baldwin Bikes,Venita Daniel,2016-01-26
39,2016-01-25,4,Travis Whitley,Saint Albans,NY,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,2,599.99,0.2,959.98,Baldwin Bikes,Venita Daniel,2016-01-26
39,2016-01-25,4,Travis Whitley,Saint Albans,NY,Surly Wednesday Frameset - 2016,Surly,Mountain Bikes,2,999.99,0.05,1899.98,Baldwin Bikes,Venita Daniel,2016-01-26
39,2016-01-25,4,Travis Whitley,Saint Albans,NY,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,1,529.99,0.1,476.99,Baldwin Bikes,Venita Daniel,2016-01-26
40,2016-01-27,4,Darren Witt,Coachella,CA,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,1,429.0,0.2,343.2,Santa Cruz Bikes,Genna Serrano,2016-01-29
40,2016-01-27,4,Darren Witt,Coachella,CA,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,2,1799.99,0.2,2879.98,Santa Cruz Bikes,Genna Serrano,2016-01-29
41,2016-01-27,4,Ingeborg Ellison,Ithaca,NY,Heller Shagamaw Frame - 2016,Heller,Mountain Bikes,1,1320.99,0.1,1188.89,Baldwin Bikes,Marcelene Boyer,2016-01-29
41,2016-01-27,4,Ingeborg Ellison,Ithaca,NY,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,2,449.0,0.2,718.4,Baldwin Bikes,Marcelene Boyer,2016-01-29
41,2016-01-27,4,Ingeborg Ellison,Ithaca,NY,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2,599.99,0.2,959.98,Baldwin Bikes,Marcelene Boyer,2016-01-29
42,2016-01-27,4,Corene Swanson,Rego Park,NY,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,1,449.0,0.05,426.55,Baldwin Bikes,Venita Daniel,2016-01-30
43,2016-01-27,4,Elana Miles,Liverpool,NY,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2,269.99,0.1,485.98,Baldwin Bikes,Venita Daniel,2016-01-30
43,2016-01-27,4,Elana Miles,Liverpool,NY,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,2,549.99,0.05,1044.98,Baldwin Bikes,Venita Daniel,2016-01-30
44,2016-01-28,4,Olympia Figueroa,Hopewell Junction,NY,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,1,3999.99,0.1,3599.99,Baldwin Bikes,Venita Daniel,2016-01-30
44,2016-01-28,4,Olympia Figueroa,Hopewell Junction,NY,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,1,599.99,0.05,569.99,Baldwin Bikes,Venita Daniel,2016-01-30
